MMDDHH SIN_mg.cm3.h STP_oC SWC SWP_MPa pH
092611 0.00021315 22.9975 0.23855 -0.3134 7.34
092612 0.00021315 22.9975 0.23855 -0.3134 7.34
092613 0.00021315 22.9975 0.23855 -0.3134 7.34
092614 0.00021315 22.9975 0.23855 -0.3134 7.34
092615 0.00021315 22.9975 0.23855 -0.3134 7.34
092616 0.00021315 22.9975 0.23855 -0.3134 7.34
092617 0.00021315 22.9975 0.23855 -0.3134 7.34
092618 0.00021315 22.9975 0.23855 -0.3134 7.34
092619 0.00021315 22.9975 0.23855 -0.3134 7.34
092620 0.00021315 22.9975 0.23855 -0.3134 7.34
092621 0.00021315 22.9975 0.23855 -0.3134 7.34
092622 0.00021315 22.9975 0.23855 -0.3134 7.34
092623 0.00021315 22.9975 0.23855 -0.3134 7.34
092624 0.00021315 22.9975 0.23855 -0.3134 7.34
092701 0.00021315 22.6145 0.23845 -0.33116475 7.34
092702 0.00021315 22.6145 0.23845 -0.33116475 7.34
092703 0.00021315 22.6145 0.23845 -0.33116475 7.34
092704 0.00021315 22.6145 0.23845 -0.33116475 7.34
092705 0.00021315 22.6145 0.23845 -0.33116475 7.34
092706 0.00021315 22.6145 0.23845 -0.33116475 7.34
092707 0.00021315 22.6145 0.23845 -0.33116475 7.34
092708 0.00021315 22.6145 0.23845 -0.33116475 7.34
092709 0.00021315 22.6145 0.23845 -0.33116475 7.34
092710 0.00021315 22.6145 0.23845 -0.33116475 7.34
092711 0.00021315 22.6145 0.23845 -0.33116475 7.34
092712 0.00021315 22.6145 0.23845 -0.33116475 7.34
092713 0.00021315 22.6145 0.23845 -0.33116475 7.34
092714 0.00021315 22.6145 0.23845 -0.33116475 7.34
092715 0.00021315 22.6145 0.23845 -0.33116475 7.34
092716 0.00021315 22.6145 0.23845 -0.33116475 7.34
092717 0.00021315 22.6145 0.23845 -0.33116475 7.34
092718 0.00021315 22.6145 0.23845 -0.33116475 7.34
092719 0.00021315 22.6145 0.23845 -0.33116475 7.34
092720 0.00021315 22.6145 0.23845 -0.33116475 7.34
092721 0.00021315 22.6145 0.23845 -0.33116475 7.34
092722 0.00021315 22.6145 0.23845 -0.33116475 7.34
092723 0.00021315 22.6145 0.23845 -0.33116475 7.34
092724 0.00021315 22.6145 0.23845 -0.33116475 7.34
092801 0.00021315 22.386 0.23905 -0.3140267 7.34
092802 0.00021315 22.386 0.23905 -0.3140267 7.34
092803 0.00021315 22.386 0.23905 -0.3140267 7.34
092804 0.00021315 22.386 0.23905 -0.3140267 7.34
092805 0.00021315 22.386 0.23905 -0.3140267 7.34
092806 0.00021315 22.386 0.23905 -0.3140267 7.34
092807 0.00021315 22.386 0.23905 -0.3140267 7.34
092808 0.00021315 22.386 0.23905 -0.3140267 7.34
092809 0.00021315 22.386 0.23905 -0.3140267 7.34
092810 0.00021315 22.386 0.23905 -0.3140267 7.34
092811 0.00021315 22.386 0.23905 -0.3140267 7.34
092812 0.00021315 22.386 0.23905 -0.3140267 7.34
092813 0.00021315 22.386 0.23905 -0.3140267 7.34
092814 0.00021315 22.386 0.23905 -0.3140267 7.34
092815 0.00021315 22.386 0.23905 -0.3140267 7.34
092816 0.00021315 22.386 0.23905 -0.3140267 7.34
092817 0.00021315 22.386 0.23905 -0.3140267 7.34
092818 0.00021315 22.386 0.23905 -0.3140267 7.34
092819 0.00021315 22.386 0.23905 -0.3140267 7.34
092820 0.00021315 22.386 0.23905 -0.3140267 7.34
092821 0.00021315 22.386 0.23905 -0.3140267 7.34
092822 0.00021315 22.386 0.23905 -0.3140267 7.34
092823 0.00021315 22.386 0.23905 -0.3140267 7.34
092824 0.00021315 22.386 0.23905 -0.3140267 7.34
092901 0.00020575 22.099 0.2338 -0.3425848 7.34
092902 0.00020575 22.099 0.2338 -0.3425848 7.34
092903 0.00020575 22.099 0.2338 -0.3425848 7.34
092904 0.00020575 22.099 0.2338 -0.3425848 7.34
092905 0.00020575 22.099 0.2338 -0.3425848 7.34
092906 0.00020575 22.099 0.2338 -0.3425848 7.34
092907 0.00020575 22.099 0.2338 -0.3425848 7.34
092908 0.00020575 22.099 0.2338 -0.3425848 7.34
092909 0.00020575 22.099 0.2338 -0.3425848 7.34
092910 0.00020575 22.099 0.2338 -0.3425848 7.34
092911 0.00020575 22.099 0.2338 -0.3425848 7.34
092912 0.00020575 22.099 0.2338 -0.3425848 7.34
092913 0.00020575 22.099 0.2338 -0.3425848 7.34
092914 0.00020575 22.099 0.2338 -0.3425848 7.34
092915 0.00020575 22.099 0.2338 -0.3425848 7.34
092916 0.00020575 22.099 0.2338 -0.3425848 7.34
092917 0.00020575 22.099 0.2338 -0.3425848 7.34
092918 0.00020575 22.099 0.2338 -0.3425848 7.34
092919 0.00020575 22.099 0.2338 -0.3425848 7.34
092920 0.00020575 22.099 0.2338 -0.3425848 7.34
092921 0.00020575 22.099 0.2338 -0.3425848 7.34
092922 0.00020575 22.099 0.2338 -0.3425848 7.34
092923 0.00020575 22.099 0.2338 -0.3425848 7.34
092924 0.00020575 22.099 0.2338 -0.3425848 7.34
093001 0.00016695 22.172 0.2334 -0.3593283 7.34
093002 0.00016695 22.172 0.2334 -0.3593283 7.34
093003 0.00016695 22.172 0.2334 -0.3593283 7.34
093004 0.00016695 22.172 0.2334 -0.3593283 7.34
093005 0.00016695 22.172 0.2334 -0.3593283 7.34
093006 0.00016695 22.172 0.2334 -0.3593283 7.34
093007 0.00016695 22.172 0.2334 -0.3593283 7.34
093008 0.00016695 22.172 0.2334 -0.3593283 7.34
093009 0.00016695 22.172 0.2334 -0.3593283 7.34
093010 0.00016695 22.172 0.2334 -0.3593283 7.34
093011 0.00016695 22.172 0.2334 -0.3593283 7.34
093012 0.00016695 22.172 0.2334 -0.3593283 7.34
093013 0.00016695 22.172 0.2334 -0.3593283 7.34
093014 0.00016695 22.172 0.2334 -0.3593283 7.34
093015 0.00016695 22.172 0.2334 -0.3593283 7.34
093016 0.00016695 22.172 0.2334 -0.3593283 7.34
093017 0.00016695 22.172 0.2334 -0.3593283 7.34
093018 0.00016695 22.172 0.2334 -0.3593283 7.34
093019 0.00016695 22.172 0.2334 -0.3593283 7.34
093020 0.00016695 22.172 0.2334 -0.3593283 7.34
093021 0.00016695 22.172 0.2334 -0.3593283 7.34
093022 0.00016695 22.172 0.2334 -0.3593283 7.34
093023 0.00016695 22.172 0.2334 -0.3593283 7.34
093024 0.00016695 22.172 0.2334 -0.3593283 7.34
100101 0.00016695 22.263 0.23575 -0.32385305 7.34
100102 0.00016695 22.263 0.23575 -0.32385305 7.34
100103 0.00016695 22.263 0.23575 -0.32385305 7.34
100104 0.00016695 22.263 0.23575 -0.32385305 7.34
100105 0.00016695 22.263 0.23575 -0.32385305 7.34
100106 0.00016695 22.263 0.23575 -0.32385305 7.34
100107 0.00016695 22.263 0.23575 -0.32385305 7.34
100108 0.00016695 22.263 0.23575 -0.32385305 7.34
100109 0.00016695 22.263 0.23575 -0.32385305 7.34
100110 0.00016695 22.263 0.23575 -0.32385305 7.34
100111 0.00016695 22.263 0.23575 -0.32385305 7.34
100112 0.00016695 22.263 0.23575 -0.32385305 7.34
100113 0.00016695 22.263 0.23575 -0.32385305 7.34
100114 0.00016695 22.263 0.23575 -0.32385305 7.34
100115 0.00016695 22.263 0.23575 -0.32385305 7.34
100116 0.00016695 22.263 0.23575 -0.32385305 7.34
100117 0.00016695 22.263 0.23575 -0.32385305 7.34
100118 0.00016695 22.263 0.23575 -0.32385305 7.34
100119 0.00016695 22.263 0.23575 -0.32385305 7.34
100120 0.00016695 22.263 0.23575 -0.32385305 7.34
100121 0.00016695 22.263 0.23575 -0.32385305 7.34
100122 0.00016695 22.263 0.23575 -0.32385305 7.34
100123 0.00016695 22.263 0.23575 -0.32385305 7.34
100124 0.00016695 22.263 0.23575 -0.32385305 7.34
100201 0.00016695 22.176 0.2328 -0.34518765 7.34
100202 0.00016695 22.176 0.2328 -0.34518765 7.34
100203 0.00016695 22.176 0.2328 -0.34518765 7.34
100204 0.00016695 22.176 0.2328 -0.34518765 7.34
100205 0.00016695 22.176 0.2328 -0.34518765 7.34
100206 0.00016695 22.176 0.2328 -0.34518765 7.34
100207 0.00016695 22.176 0.2328 -0.34518765 7.34
100208 0.00016695 22.176 0.2328 -0.34518765 7.34
100209 0.00016695 22.176 0.2328 -0.34518765 7.34
100210 0.00016695 22.176 0.2328 -0.34518765 7.34
100211 0.00016695 22.176 0.2328 -0.34518765 7.34
100212 0.00016695 22.176 0.2328 -0.34518765 7.34
100213 0.00016695 22.176 0.2328 -0.34518765 7.34
100214 0.00016695 22.176 0.2328 -0.34518765 7.34
100215 0.00016695 22.176 0.2328 -0.34518765 7.34
100216 0.00016695 22.176 0.2328 -0.34518765 7.34
100217 0.00016695 22.176 0.2328 -0.34518765 7.34
100218 0.00016695 22.176 0.2328 -0.34518765 7.34
100219 0.00016695 22.176 0.2328 -0.34518765 7.34
100220 0.00016695 22.176 0.2328 -0.34518765 7.34
100221 0.00016695 22.176 0.2328 -0.34518765 7.34
100222 0.00016695 22.176 0.2328 -0.34518765 7.34
100223 0.00016695 22.176 0.2328 -0.34518765 7.34
100224 0.00016695 22.176 0.2328 -0.34518765 7.34
100301 0.00016695 22.1155 0.2314 -0.3732154 7.34
100302 0.00016695 22.1155 0.2314 -0.3732154 7.34
100303 0.00016695 22.1155 0.2314 -0.3732154 7.34
100304 0.00016695 22.1155 0.2314 -0.3732154 7.34
100305 0.00016695 22.1155 0.2314 -0.3732154 7.34
100306 0.00016695 22.1155 0.2314 -0.3732154 7.34
100307 0.00016695 22.1155 0.2314 -0.3732154 7.34
100308 0.00016695 22.1155 0.2314 -0.3732154 7.34
100309 0.00016695 22.1155 0.2314 -0.3732154 7.34
100310 0.00016695 22.1155 0.2314 -0.3732154 7.34
100311 0.00016695 22.1155 0.2314 -0.3732154 7.34
100312 0.00016695 22.1155 0.2314 -0.3732154 7.34
100313 0.00016695 22.1155 0.2314 -0.3732154 7.34
100314 0.00016695 22.1155 0.2314 -0.3732154 7.34
100315 0.00016695 22.1155 0.2314 -0.3732154 7.34
100316 0.00016695 22.1155 0.2314 -0.3732154 7.34
100317 0.00016695 22.1155 0.2314 -0.3732154 7.34
100318 0.00016695 22.1155 0.2314 -0.3732154 7.34
100319 0.00016695 22.1155 0.2314 -0.3732154 7.34
100320 0.00016695 22.1155 0.2314 -0.3732154 7.34
100321 0.00016695 22.1155 0.2314 -0.3732154 7.34
100322 0.00016695 22.1155 0.2314 -0.3732154 7.34
100323 0.00016695 22.1155 0.2314 -0.3732154 7.34
100324 0.00016695 22.1155 0.2314 -0.3732154 7.34
100401 0.00016695 22.228 0.23005 -0.4028261 7.34
100402 0.00016695 22.228 0.23005 -0.4028261 7.34
100403 0.00016695 22.228 0.23005 -0.4028261 7.34
100404 0.00016695 22.228 0.23005 -0.4028261 7.34
100405 0.00016695 22.228 0.23005 -0.4028261 7.34
100406 0.00016695 22.228 0.23005 -0.4028261 7.34
100407 0.00016695 22.228 0.23005 -0.4028261 7.34
100408 0.00016695 22.228 0.23005 -0.4028261 7.34
100409 0.00016695 22.228 0.23005 -0.4028261 7.34
100410 0.00016695 22.228 0.23005 -0.4028261 7.34
100411 0.00016695 22.228 0.23005 -0.4028261 7.34
100412 0.00016695 22.228 0.23005 -0.4028261 7.34
100413 0.00016695 22.228 0.23005 -0.4028261 7.34
100414 0.00016695 22.228 0.23005 -0.4028261 7.34
100415 0.00016695 22.228 0.23005 -0.4028261 7.34
100416 0.00016695 22.228 0.23005 -0.4028261 7.34
100417 0.00016695 22.228 0.23005 -0.4028261 7.34
100418 0.00016695 22.228 0.23005 -0.4028261 7.34
100419 0.00016695 22.228 0.23005 -0.4028261 7.34
100420 0.00016695 22.228 0.23005 -0.4028261 7.34
100421 0.00016695 22.228 0.23005 -0.4028261 7.34
100422 0.00016695 22.228 0.23005 -0.4028261 7.34
100423 0.00016695 22.228 0.23005 -0.4028261 7.34
100424 0.00016695 22.228 0.23005 -0.4028261 7.34
100501 0.00016695 21.6535 0.22825 -0.43311565 7.34
100502 0.00016695 21.6535 0.22825 -0.43311565 7.34
100503 0.00016695 21.6535 0.22825 -0.43311565 7.34
100504 0.00016695 21.6535 0.22825 -0.43311565 7.34
100505 0.00016695 21.6535 0.22825 -0.43311565 7.34
100506 0.00016695 21.6535 0.22825 -0.43311565 7.34
100507 0.00016695 21.6535 0.22825 -0.43311565 7.34
100508 0.00016695 21.6535 0.22825 -0.43311565 7.34
100509 0.00016695 21.6535 0.22825 -0.43311565 7.34
100510 0.00016695 21.6535 0.22825 -0.43311565 7.34
100511 0.00016695 21.6535 0.22825 -0.43311565 7.34
100512 0.00016695 21.6535 0.22825 -0.43311565 7.34
100513 0.00016695 21.6535 0.22825 -0.43311565 7.34
100514 0.00016695 21.6535 0.22825 -0.43311565 7.34
100515 0.00016695 21.6535 0.22825 -0.43311565 7.34
100516 0.00016695 21.6535 0.22825 -0.43311565 7.34
100517 0.00016695 21.6535 0.22825 -0.43311565 7.34
100518 0.00016695 21.6535 0.22825 -0.43311565 7.34
100519 0.00016695 21.6535 0.22825 -0.43311565 7.34
100520 0.00016695 21.6535 0.22825 -0.43311565 7.34
100521 0.00016695 21.6535 0.22825 -0.43311565 7.34
100522 0.00016695 21.6535 0.22825 -0.43311565 7.34
100523 0.00016695 21.6535 0.22825 -0.43311565 7.34
100524 0.00016695 21.6535 0.22825 -0.43311565 7.34
100601 0.00016695 21.184 0.2325 -0.3481564 7.34
100602 0.00016695 21.184 0.2325 -0.3481564 7.34
100603 0.00016695 21.184 0.2325 -0.3481564 7.34
100604 0.00016695 21.184 0.2325 -0.3481564 7.34
100605 0.00016695 21.184 0.2325 -0.3481564 7.34
100606 0.00016695 21.184 0.2325 -0.3481564 7.34
100607 0.00016695 21.184 0.2325 -0.3481564 7.34
100608 0.00016695 21.184 0.2325 -0.3481564 7.34
100609 0.00016695 21.184 0.2325 -0.3481564 7.34
100610 0.00016695 21.184 0.2325 -0.3481564 7.34
100611 0.00016695 21.184 0.2325 -0.3481564 7.34
100612 0.00016695 21.184 0.2325 -0.3481564 7.34
100613 0.00016695 21.184 0.2325 -0.3481564 7.34
100614 0.00016695 21.184 0.2325 -0.3481564 7.34
100615 0.00016695 21.184 0.2325 -0.3481564 7.34
100616 0.00016695 21.184 0.2325 -0.3481564 7.34
100617 0.00016695 21.184 0.2325 -0.3481564 7.34
100618 0.00016695 21.184 0.2325 -0.3481564 7.34
100619 0.00016695 21.184 0.2325 -0.3481564 7.34
100620 0.00016695 21.184 0.2325 -0.3481564 7.34
100621 0.00016695 21.184 0.2325 -0.3481564 7.34
100622 0.00016695 21.184 0.2325 -0.3481564 7.34
100623 0.00016695 21.184 0.2325 -0.3481564 7.34
100624 0.00016695 21.184 0.2325 -0.3481564 7.34
100701 0.000159 20.3925 0.23385 -0.3560348 7.34
100702 0.000159 20.3925 0.23385 -0.3560348 7.34
100703 0.000159 20.3925 0.23385 -0.3560348 7.34
100704 0.000159 20.3925 0.23385 -0.3560348 7.34
100705 0.000159 20.3925 0.23385 -0.3560348 7.34
100706 0.000159 20.3925 0.23385 -0.3560348 7.34
100707 0.000159 20.3925 0.23385 -0.3560348 7.34
100708 0.000159 20.3925 0.23385 -0.3560348 7.34
100709 0.000159 20.3925 0.23385 -0.3560348 7.34
100710 0.000159 20.3925 0.23385 -0.3560348 7.34
100711 0.000159 20.3925 0.23385 -0.3560348 7.34
100712 0.000159 20.3925 0.23385 -0.3560348 7.34
100713 0.000159 20.3925 0.23385 -0.3560348 7.34
100714 0.000159 20.3925 0.23385 -0.3560348 7.34
100715 0.000159 20.3925 0.23385 -0.3560348 7.34
100716 0.000159 20.3925 0.23385 -0.3560348 7.34
100717 0.000159 20.3925 0.23385 -0.3560348 7.34
100718 0.000159 20.3925 0.23385 -0.3560348 7.34
100719 0.000159 20.3925 0.23385 -0.3560348 7.34
100720 0.000159 20.3925 0.23385 -0.3560348 7.34
100721 0.000159 20.3925 0.23385 -0.3560348 7.34
100722 0.000159 20.3925 0.23385 -0.3560348 7.34
100723 0.000159 20.3925 0.23385 -0.3560348 7.34
100724 0.000159 20.3925 0.23385 -0.3560348 7.34
100801 0.0001324 19.928 0.236 -0.28472355 7.34
100802 0.0001324 19.928 0.236 -0.28472355 7.34
100803 0.0001324 19.928 0.236 -0.28472355 7.34
100804 0.0001324 19.928 0.236 -0.28472355 7.34
100805 0.0001324 19.928 0.236 -0.28472355 7.34
100806 0.0001324 19.928 0.236 -0.28472355 7.34
100807 0.0001324 19.928 0.236 -0.28472355 7.34
100808 0.0001324 19.928 0.236 -0.28472355 7.34
100809 0.0001324 19.928 0.236 -0.28472355 7.34
100810 0.0001324 19.928 0.236 -0.28472355 7.34
100811 0.0001324 19.928 0.236 -0.28472355 7.34
100812 0.0001324 19.928 0.236 -0.28472355 7.34
100813 0.0001324 19.928 0.236 -0.28472355 7.34
100814 0.0001324 19.928 0.236 -0.28472355 7.34
100815 0.0001324 19.928 0.236 -0.28472355 7.34
100816 0.0001324 19.928 0.236 -0.28472355 7.34
100817 0.0001324 19.928 0.236 -0.28472355 7.34
100818 0.0001324 19.928 0.236 -0.28472355 7.34
100819 0.0001324 19.928 0.236 -0.28472355 7.34
100820 0.0001324 19.928 0.236 -0.28472355 7.34
100821 0.0001324 19.928 0.236 -0.28472355 7.34
100822 0.0001324 19.928 0.236 -0.28472355 7.34
100823 0.0001324 19.928 0.236 -0.28472355 7.34
100824 0.0001324 19.928 0.236 -0.28472355 7.34
100901 0.0001324 19.55 0.23325 -36.48130335 7.34
100902 0.0001324 19.55 0.23325 -36.48130335 7.34
100903 0.0001324 19.55 0.23325 -36.48130335 7.34
100904 0.0001324 19.55 0.23325 -36.48130335 7.34
100905 0.0001324 19.55 0.23325 -36.48130335 7.34
100906 0.0001324 19.55 0.23325 -36.48130335 7.34
100907 0.0001324 19.55 0.23325 -36.48130335 7.34
100908 0.0001324 19.55 0.23325 -36.48130335 7.34
100909 0.0001324 19.55 0.23325 -36.48130335 7.34
100910 0.0001324 19.55 0.23325 -36.48130335 7.34
100911 0.0001324 19.55 0.23325 -36.48130335 7.34
100912 0.0001324 19.55 0.23325 -36.48130335 7.34
100913 0.0001324 19.55 0.23325 -36.48130335 7.34
100914 0.0001324 19.55 0.23325 -36.48130335 7.34
100915 0.0001324 19.55 0.23325 -36.48130335 7.34
100916 0.0001324 19.55 0.23325 -36.48130335 7.34
100917 0.0001324 19.55 0.23325 -36.48130335 7.34
100918 0.0001324 19.55 0.23325 -36.48130335 7.34
100919 0.0001324 19.55 0.23325 -36.48130335 7.34
100920 0.0001324 19.55 0.23325 -36.48130335 7.34
100921 0.0001324 19.55 0.23325 -36.48130335 7.34
100922 0.0001324 19.55 0.23325 -36.48130335 7.34
100923 0.0001324 19.55 0.23325 -36.48130335 7.34
100924 0.0001324 19.55 0.23325 -36.48130335 7.34
101001 0.0001324 19.257 0.25085 -0.23803255 7.34
101002 0.0001324 19.257 0.25085 -0.23803255 7.34
101003 0.0001324 19.257 0.25085 -0.23803255 7.34
101004 0.0001324 19.257 0.25085 -0.23803255 7.34
101005 0.0001324 19.257 0.25085 -0.23803255 7.34
101006 0.0001324 19.257 0.25085 -0.23803255 7.34
101007 0.0001324 19.257 0.25085 -0.23803255 7.34
101008 0.0001324 19.257 0.25085 -0.23803255 7.34
101009 0.0001324 19.257 0.25085 -0.23803255 7.34
101010 0.0001324 19.257 0.25085 -0.23803255 7.34
101011 0.0001324 19.257 0.25085 -0.23803255 7.34
101012 0.0001324 19.257 0.25085 -0.23803255 7.34
101013 0.0001324 19.257 0.25085 -0.23803255 7.34
101014 0.0001324 19.257 0.25085 -0.23803255 7.34
101015 0.0001324 19.257 0.25085 -0.23803255 7.34
101016 0.0001324 19.257 0.25085 -0.23803255 7.34
101017 0.0001324 19.257 0.25085 -0.23803255 7.34
101018 0.0001324 19.257 0.25085 -0.23803255 7.34
101019 0.0001324 19.257 0.25085 -0.23803255 7.34
101020 0.0001324 19.257 0.25085 -0.23803255 7.34
101021 0.0001324 19.257 0.25085 -0.23803255 7.34
101022 0.0001324 19.257 0.25085 -0.23803255 7.34
101023 0.0001324 19.257 0.25085 -0.23803255 7.34
101024 0.0001324 19.257 0.25085 -0.23803255 7.34
101101 0.0001324 18.86 0.2564 -0.2260945 7.34
101102 0.0001324 18.86 0.2564 -0.2260945 7.34
101103 0.0001324 18.86 0.2564 -0.2260945 7.34
101104 0.0001324 18.86 0.2564 -0.2260945 7.34
101105 0.0001324 18.86 0.2564 -0.2260945 7.34
101106 0.0001324 18.86 0.2564 -0.2260945 7.34
101107 0.0001324 18.86 0.2564 -0.2260945 7.34
101108 0.0001324 18.86 0.2564 -0.2260945 7.34
101109 0.0001324 18.86 0.2564 -0.2260945 7.34
101110 0.0001324 18.86 0.2564 -0.2260945 7.34
101111 0.0001324 18.86 0.2564 -0.2260945 7.34
101112 0.0001324 18.86 0.2564 -0.2260945 7.34
101113 0.0001324 18.86 0.2564 -0.2260945 7.34
101114 0.0001324 18.86 0.2564 -0.2260945 7.34
101115 0.0001324 18.86 0.2564 -0.2260945 7.34
101116 0.0001324 18.86 0.2564 -0.2260945 7.34
101117 0.0001324 18.86 0.2564 -0.2260945 7.34
101118 0.0001324 18.86 0.2564 -0.2260945 7.34
101119 0.0001324 18.86 0.2564 -0.2260945 7.34
101120 0.0001324 18.86 0.2564 -0.2260945 7.34
101121 0.0001324 18.86 0.2564 -0.2260945 7.34
101122 0.0001324 18.86 0.2564 -0.2260945 7.34
101123 0.0001324 18.86 0.2564 -0.2260945 7.34
101124 0.0001324 18.86 0.2564 -0.2260945 7.34
101201 0.0001324 18.974 0.25605 -0.1797999 7.34
101202 0.0001324 18.974 0.25605 -0.1797999 7.34
101203 0.0001324 18.974 0.25605 -0.1797999 7.34
101204 0.0001324 18.974 0.25605 -0.1797999 7.34
101205 0.0001324 18.974 0.25605 -0.1797999 7.34
101206 0.0001324 18.974 0.25605 -0.1797999 7.34
101207 0.0001324 18.974 0.25605 -0.1797999 7.34
101208 0.0001324 18.974 0.25605 -0.1797999 7.34
101209 0.0001324 18.974 0.25605 -0.1797999 7.34
101210 0.0001324 18.974 0.25605 -0.1797999 7.34
101211 0.0001324 18.974 0.25605 -0.1797999 7.34
101212 0.0001324 18.974 0.25605 -0.1797999 7.34
101213 0.0001324 18.974 0.25605 -0.1797999 7.34
101214 0.0001324 18.974 0.25605 -0.1797999 7.34
101215 0.0001324 18.974 0.25605 -0.1797999 7.34
101216 0.0001324 18.974 0.25605 -0.1797999 7.34
101217 0.0001324 18.974 0.25605 -0.1797999 7.34
101218 0.0001324 18.974 0.25605 -0.1797999 7.34
101219 0.0001324 18.974 0.25605 -0.1797999 7.34
101220 0.0001324 18.974 0.25605 -0.1797999 7.34
101221 0.0001324 18.974 0.25605 -0.1797999 7.34
101222 0.0001324 18.974 0.25605 -0.1797999 7.34
101223 0.0001324 18.974 0.25605 -0.1797999 7.34
101224 0.0001324 18.974 0.25605 -0.1797999 7.34
101301 0.0001324 18.6595 0.25425 -0.1914153 7.34
101302 0.0001324 18.6595 0.25425 -0.1914153 7.34
101303 0.0001324 18.6595 0.25425 -0.1914153 7.34
101304 0.0001324 18.6595 0.25425 -0.1914153 7.34
101305 0.0001324 18.6595 0.25425 -0.1914153 7.34
101306 0.0001324 18.6595 0.25425 -0.1914153 7.34
101307 0.0001324 18.6595 0.25425 -0.1914153 7.34
101308 0.0001324 18.6595 0.25425 -0.1914153 7.34
101309 0.0001324 18.6595 0.25425 -0.1914153 7.34
101310 0.0001324 18.6595 0.25425 -0.1914153 7.34
101311 0.0001324 18.6595 0.25425 -0.1914153 7.34
101312 0.0001324 18.6595 0.25425 -0.1914153 7.34
101313 0.0001324 18.6595 0.25425 -0.1914153 7.34
101314 0.0001324 18.6595 0.25425 -0.1914153 7.34
101315 0.0001324 18.6595 0.25425 -0.1914153 7.34
101316 0.0001324 18.6595 0.25425 -0.1914153 7.34
101317 0.0001324 18.6595 0.25425 -0.1914153 7.34
101318 0.0001324 18.6595 0.25425 -0.1914153 7.34
101319 0.0001324 18.6595 0.25425 -0.1914153 7.34
101320 0.0001324 18.6595 0.25425 -0.1914153 7.34
101321 0.0001324 18.6595 0.25425 -0.1914153 7.34
101322 0.0001324 18.6595 0.25425 -0.1914153 7.34
101323 0.0001324 18.6595 0.25425 -0.1914153 7.34
101324 0.0001324 18.6595 0.25425 -0.1914153 7.34
101401 0.0001324 18.424 0.2523 -0.26083255 7.34
101402 0.0001324 18.424 0.2523 -0.26083255 7.34
101403 0.0001324 18.424 0.2523 -0.26083255 7.34
101404 0.0001324 18.424 0.2523 -0.26083255 7.34
101405 0.0001324 18.424 0.2523 -0.26083255 7.34
101406 0.0001324 18.424 0.2523 -0.26083255 7.34
101407 0.0001324 18.424 0.2523 -0.26083255 7.34
101408 0.0001324 18.424 0.2523 -0.26083255 7.34
101409 0.0001324 18.424 0.2523 -0.26083255 7.34
101410 0.0001324 18.424 0.2523 -0.26083255 7.34
101411 0.0001324 18.424 0.2523 -0.26083255 7.34
101412 0.0001324 18.424 0.2523 -0.26083255 7.34
101413 0.0001324 18.424 0.2523 -0.26083255 7.34
101414 0.0001324 18.424 0.2523 -0.26083255 7.34
101415 0.0001324 18.424 0.2523 -0.26083255 7.34
101416 0.0001324 18.424 0.2523 -0.26083255 7.34
101417 0.0001324 18.424 0.2523 -0.26083255 7.34
101418 0.0001324 18.424 0.2523 -0.26083255 7.34
101419 0.0001324 18.424 0.2523 -0.26083255 7.34
101420 0.0001324 18.424 0.2523 -0.26083255 7.34
101421 0.0001324 18.424 0.2523 -0.26083255 7.34
101422 0.0001324 18.424 0.2523 -0.26083255 7.34
101423 0.0001324 18.424 0.2523 -0.26083255 7.34
101424 0.0001324 18.424 0.2523 -0.26083255 7.34
101501 0.00012995 18.153 0.25605 -0.1949893 7.34
101502 0.00012995 18.153 0.25605 -0.1949893 7.34
101503 0.00012995 18.153 0.25605 -0.1949893 7.34
101504 0.00012995 18.153 0.25605 -0.1949893 7.34
101505 0.00012995 18.153 0.25605 -0.1949893 7.34
101506 0.00012995 18.153 0.25605 -0.1949893 7.34
101507 0.00012995 18.153 0.25605 -0.1949893 7.34
101508 0.00012995 18.153 0.25605 -0.1949893 7.34
101509 0.00012995 18.153 0.25605 -0.1949893 7.34
101510 0.00012995 18.153 0.25605 -0.1949893 7.34
101511 0.00012995 18.153 0.25605 -0.1949893 7.34
101512 0.00012995 18.153 0.25605 -0.1949893 7.34
101513 0.00012995 18.153 0.25605 -0.1949893 7.34
101514 0.00012995 18.153 0.25605 -0.1949893 7.34
101515 0.00012995 18.153 0.25605 -0.1949893 7.34
101516 0.00012995 18.153 0.25605 -0.1949893 7.34
101517 0.00012995 18.153 0.25605 -0.1949893 7.34
101518 0.00012995 18.153 0.25605 -0.1949893 7.34
101519 0.00012995 18.153 0.25605 -0.1949893 7.34
101520 0.00012995 18.153 0.25605 -0.1949893 7.34
101521 0.00012995 18.153 0.25605 -0.1949893 7.34
101522 0.00012995 18.153 0.25605 -0.1949893 7.34
101523 0.00012995 18.153 0.25605 -0.1949893 7.34
101524 0.00012995 18.153 0.25605 -0.1949893 7.34
101601 0.0001118 17.703 0.2588 -0.20197625 7.34
101602 0.0001118 17.703 0.2588 -0.20197625 7.34
101603 0.0001118 17.703 0.2588 -0.20197625 7.34
101604 0.0001118 17.703 0.2588 -0.20197625 7.34
101605 0.0001118 17.703 0.2588 -0.20197625 7.34
101606 0.0001118 17.703 0.2588 -0.20197625 7.34
101607 0.0001118 17.703 0.2588 -0.20197625 7.34
101608 0.0001118 17.703 0.2588 -0.20197625 7.34
101609 0.0001118 17.703 0.2588 -0.20197625 7.34
